,location,total_sqft,bath,price,bhk
6701,Uttarahalli,1460.0,3.0,76.0,3
6702,Uttarahalli,1500.0,3.0,68.0,3
6703,Uttarahalli,1120.0,2.0,50.0,2
6704,Uttarahalli,1150.0,2.0,46.0,2
6705,Uttarahalli,1330.0,2.0,58.0,3
6707,Uttarahalli,1050.0,2.0,42.0,2
6708,Uttarahalli,1125.0,2.0,48.0,2
6710,Uttarahalli,1345.0,2.0,57.0,3
6711,Uttarahalli,1345.0,2.0,57.0,3
6713,Uttarahalli,1000.0,2.0,52.0,2
6714,Uttarahalli,1037.0,2.0,36.0,2
6716,Uttarahalli,1000.0,2.0,39.5,2
6717,Uttarahalli,1125.0,1.0,45.0,2
6719,Uttarahalli,1160.0,2.0,40.58,2
6720,Uttarahalli,1123.0,2.0,60.0,2
6722,Uttarahalli,1000.0,2.0,35.0,2
6723,Uttarahalli,1330.0,2.0,57.0,3
6724,Uttarahalli,1125.0,2.0,47.0,2
6725,Uttarahalli,1165.0,1.0,42.09,2
6726,Uttarahalli,1260.0,2.0,55.0,2
6727,Uttarahalli,1284.0,2.0,53.36,2
6728,Uttarahalli,1150.0,2.0,45.99,2
6730,Uttarahalli,1290.0,2.0,56.12,3
6731,Uttarahalli,1328.0,2.0,56.0,3
6732,Uttarahalli,1040.0,2.0,36.4,2
6733,Uttarahalli,1290.0,2.0,56.12,3
6735,Uttarahalli,1075.0,2.0,46.76,2
6736,Uttarahalli,1345.0,2.0,57.0,3
6737,Varthur,1160.0,2.0,44.0,2
6738,Varthur,1385.0,2.0,80.0,2
6740,Varthur,1024.0,2.0,42.0,2
6741,Varthur,1125.0,2.0,40.0,2
6742,Varthur,1112.0,2.0,40.0,2
6743,Varthur,1055.0,2.0,45.35,2
6744,Varthur,977.0,2.0,36.0,2
6745,Varthur,1200.0,3.0,67.75,3
6746,Varthur,1111.0,2.0,41.88,2
6747,Varthur,1140.0,2.0,55.5,2
6748,Varthur,1012.0,2.0,59.0,2
6749,Varthur,1140.0,2.0,39.9,2
6750,Varthur,1090.0,2.0,48.0,2
6751,Varthur,1450.0,3.0,71.0,3
6752,Varthur,1210.0,2.0,60.0,2
6753,Varthur,1070.0,2.0,46.0,2
6754,Varthur,1360.0,2.0,85.0,3
6755,Varthur,965.0,2.0,34.0,2
6756,Varthur,1120.0,2.0,44.24,2
6757,Varthur,1395.0,2.0,79.0,3
6758,Varthur,1085.0,2.0,45.0,2
6759,Varthur,1250.0,2.0,47.0,2
6760,Varthur,1200.0,3.0,68.38,3
6762,Varthur,1155.0,2.0,60.0,2
6763,Varthur,1035.0,2.0,60.0,2
6764,Varthur,1155.0,2.0,39.0,2
6765,Varthur,1180.0,2.0,55.0,2
6767,Varthur,1738.0,2.0,57.35,2
6768,Varthur,1045.0,2.0,40.65,2
6769,Varthur,1155.0,2.0,39.0,2
6771,Varthur,1210.0,2.0,64.15,2
6773,Varthur,1105.0,2.0,38.0,2
6774,Varthur,1560.0,3.0,90.0,3
6775,Varthur,1760.0,2.0,85.0,2
6776,Varthur,1210.0,2.0,54.0,2
6777,Varthur,1112.0,2.0,40.0,2
6779,Varthur,1000.0,1.0,65.0,2
6781,Varthur Road,900.0,2.0,27.0,2
6782,Varthur Road,1277.0,2.0,59.0,2
6783,Varthur Road,1247.0,2.0,58.0,3
6784,Varthur Road,1050.0,2.0,42.7,2
6785,Varthur Road,1255.0,2.0,52.76,2
6787,Varthur Road,1033.0,2.0,32.0,2
6788,Varthur Road,1140.0,2.0,49.11,2
6789,Varthur Road,850.0,2.0,25.4,2
6790,Vasanthapura,1022.0,2.0,40.0,2
6791,Vasanthapura,1135.0,2.0,39.73,2
6792,Vasanthapura,995.0,2.0,34.82,2
6793,Vasanthapura,995.0,2.0,34.82,2
6794,Vasanthapura,1037.0,2.0,36.28,2
6795,Vasanthapura,978.0,2.0,34.22,2
6796,Vasanthapura,1037.0,2.0,36.28,2
6797,Vidyaranyapura,1440.0,2.0,95.0,2
6798,Vidyaranyapura,1062.0,2.0,38.0,2
6799,Vidyaranyapura,1200.0,2.0,55.0,2
6800,Vidyaranyapura,1200.0,4.0,90.0,4
6802,Vidyaranyapura,1060.0,2.0,55.0,2
6803,Vidyaranyapura,1100.0,2.0,54.0,2
6804,Vidyaranyapura,1440.0,2.0,70.0,3
6805,Vidyaranyapura,1100.0,2.0,54.0,2
6806,Vidyaranyapura,1000.0,2.0,35.0,2
6808,Vidyaranyapura,1120.0,2.0,70.0,2
6809,Vidyaranyapura,1100.0,2.0,54.0,2
6810,Vidyaranyapura,1200.0,2.0,65.0,3
6811,Vidyaranyapura,1200.0,2.0,52.0,2
6812,Vidyaranyapura,1050.0,2.0,50.0,2
6813,Vidyaranyapura,1188.0,2.0,50.0,2
6814,Vidyaranyapura,1100.0,2.0,75.0,3
6815,Vidyaranyapura,1100.0,2.0,72.0,3
6816,Vidyaranyapura,2400.0,5.0,135.0,4
6817,Vidyaranyapura,1100.0,2.0,41.0,2
6818,Vidyaranyapura,1200.0,2.0,60.5,2
6819,Vidyaranyapura,1200.0,2.0,42.0,2
6820,Vijayanagar,1704.0,3.0,110.0,3
6821,Vijayanagar,1933.0,3.0,129.0,3
6823,Vijayanagar,1450.0,3.0,100.0,3
6824,Vijayanagar,1580.0,2.0,134.0,3
6825,Vijayanagar,1826.0,3.0,121.0,3
6826,Vijayanagar,1739.0,3.0,116.0,3
6827,Vijayanagar,1490.0,3.0,100.0,3
6828,Vijayanagar,1180.0,2.0,65.0,2
6829,Vijayanagar,606.0,1.0,34.78,1
6830,Vijayanagar,1352.0,2.0,68.0,2
6831,Vijayanagar,1527.0,3.0,115.0,3
6832,Vijayanagar,989.0,2.0,60.0,2
6833,Vijayanagar,1520.0,2.0,103.0,3
6834,Vijayanagar,1749.0,3.0,117.0,3
6835,Vijayanagar,1046.0,2.0,75.0,2
6836,Vijayanagar,606.0,1.0,40.0,1
6837,Vijayanagar,1200.0,2.0,62.0,2
6840,Vijayanagar,2047.0,3.0,136.0,3
6841,Vijayanagar,1200.0,2.0,75.0,3
6842,Vijayanagar,1178.0,2.0,82.0,2
6843,Vijayanagar,864.0,2.0,45.0,2
6844,Vijayanagar,2100.0,6.0,252.0,4
6845,Vijayanagar,920.0,2.0,60.0,2
6846,Vijayanagar,1019.0,2.0,58.0,2
6847,Vijayanagar,2400.0,6.0,125.0,5
6848,Vijayanagar,1180.0,2.0,86.0,2
6849,Vijayanagar,1046.0,2.0,49.06,2
6850,Vijayanagar,2400.0,2.0,230.0,1
6851,Vijayanagar,492.0,1.0,40.0,1
6853,Vishveshwarya Layout,750.0,1.0,30.0,1
6854,Vishveshwarya Layout,2100.0,6.0,92.0,6
6855,Vishveshwarya Layout,2000.0,3.0,90.0,4
6856,Vishwapriya Layout,820.0,2.0,30.0,2
6857,Vishwapriya Layout,770.0,2.0,30.0,2
6858,Vishwapriya Layout,910.0,2.0,36.0,2
6859,Vishwapriya Layout,890.0,2.0,37.0,2
6860,Vittasandra,1404.0,2.0,71.0,2
6861,Vittasandra,1246.0,2.0,67.0,2
6862,Vittasandra,1404.0,2.0,69.3,2
6863,Vittasandra,1246.0,2.0,67.3,2
6864,Vittasandra,1246.0,2.0,64.5,2
6865,Vittasandra,1246.0,2.0,64.5,2
6866,Vittasandra,1246.0,2.0,68.0,2
6868,Vittasandra,1238.0,2.0,67.0,2
6869,Vittasandra,1404.0,2.0,75.0,2
6870,Vittasandra,1246.0,2.0,65.0,2
6871,Vittasandra,1238.0,2.0,67.0,2
6872,Vittasandra,1246.0,2.0,67.4,2
6873,Vittasandra,1259.0,2.0,67.4,2
6874,Vittasandra,1404.0,2.0,68.8,2
6875,Vittasandra,1246.0,2.0,62.3,2
6876,Vittasandra,1246.0,2.0,63.0,2
6877,Vittasandra,1246.0,2.0,67.4,2
6878,Vittasandra,1246.0,2.0,65.4,2
6880,Vittasandra,1238.0,2.0,67.32,2
6881,Vittasandra,1246.0,2.0,67.4,2
6883,Vittasandra,1246.0,2.0,67.3,2
6884,Vittasandra,1404.0,2.0,70.0,2
6885,Vittasandra,1259.0,2.0,67.48,2
6886,Vittasandra,1404.0,2.0,75.0,2
6888,Vittasandra,1246.0,2.0,67.0,2
6891,Vittasandra,1404.0,2.0,72.0,2
6892,Vittasandra,1246.0,2.0,67.5,2
6893,Vittasandra,1246.0,2.0,67.5,2
6894,Vittasandra,1404.0,2.0,70.0,2
6895,Vittasandra,1246.0,2.0,65.0,2
6896,Vittasandra,1246.0,2.0,67.4,2
6900,Whitefield,1610.0,3.0,81.0,3
6901,Whitefield,1459.0,2.0,94.82,2
6906,Whitefield,1280.0,2.0,75.0,2
6908,Whitefield,1910.0,3.0,161.0,3
6909,Whitefield,3252.0,4.0,230.0,4
6910,Whitefield,11890.0,4.0,700.0,4
6913,Whitefield,1150.0,2.0,70.0,2
6914,Whitefield,1768.0,3.0,101.0,3
6916,Whitefield,4144.0,4.0,315.0,4
6917,Whitefield,4104.0,4.0,360.0,4
6918,Whitefield,1720.0,3.0,100.0,3
6920,Whitefield,1640.0,4.0,91.0,3
6923,Whitefield,2280.0,4.0,126.0,3
6927,Whitefield,1897.0,3.0,130.0,3
6928,Whitefield,2225.0,2.0,125.0,3
6931,Whitefield,2268.0,3.0,163.0,4
6934,Whitefield,2400.0,4.0,200.0,4
6936,Whitefield,1360.0,2.0,95.0,2
6938,Whitefield,1697.0,3.0,94.79,3
6939,Whitefield,5000.0,4.0,400.0,4
6940,Whitefield,3000.0,5.0,250.0,4
6941,Whitefield,1700.0,3.0,115.0,3
6944,Whitefield,2842.0,3.0,162.0,3
6948,Whitefield,1500.0,3.0,130.0,3
6949,Whitefield,1280.0,2.0,75.0,2
6951,Whitefield,1405.0,2.0,78.0,3
6952,Whitefield,2225.0,3.0,115.0,3
6953,Whitefield,1272.0,2.0,95.05,2
6956,Whitefield,1192.0,2.0,71.0,2
6960,Whitefield,1626.0,3.0,89.0,3
6961,Whitefield,1585.0,3.0,88.0,3
6963,Whitefield,1280.0,2.0,85.0,2
6964,Whitefield,1200.0,3.0,68.5,3
6965,Whitefield,4000.0,4.0,330.0,4
6966,Whitefield,1697.0,3.0,108.0,3
6968,Whitefield,3606.0,4.0,312.0,4
6969,Whitefield,1485.0,2.0,90.0,2
6970,Whitefield,950.0,1.0,50.0,1
6971,Whitefield,825.0,1.0,45.0,1
6974,Whitefield,1635.0,2.0,85.0,3
6975,Whitefield,1216.0,2.0,79.0,2
6981,Whitefield,920.0,2.0,63.0,2
6983,Whitefield,1170.0,2.0,71.0,2
6984,Whitefield,1118.0,2.0,75.0,2
6985,Whitefield,1562.0,3.0,103.0,3
6988,Whitefield,2321.0,4.0,128.0,3
6989,Whitefield,1320.0,2.0,95.0,2
6992,Whitefield,3010.0,3.0,200.0,3
6993,Whitefield,1346.0,2.0,96.17,2
6997,Whitefield,2500.0,4.0,155.0,4
6998,Whitefield,905.0,1.0,55.0,1
7000,Whitefield,2268.0,3.0,146.0,4
7003,Whitefield,630.5,1.0,32.79,1
7004,Whitefield,3537.0,5.0,210.0,4
7006,Whitefield,1697.0,3.0,115.0,3
7010,Whitefield,3250.0,5.0,290.0,5
7014,Whitefield,1269.0,2.0,75.0,2
7015,Whitefield,3227.0,5.0,250.0,5
7016,Whitefield,1545.0,3.0,79.0,3
7019,Whitefield,3262.0,4.0,260.0,4
7021,Whitefield,1132.0,2.0,79.28,2
7024,Whitefield,2830.0,5.0,160.0,4
7026,Whitefield,1195.0,2.0,70.0,2
7029,Whitefield,709.0,1.0,34.385,1
7031,Whitefield,1320.0,2.0,79.5,2
7032,Whitefield,750.0,2.0,52.7,2
7033,Whitefield,1200.0,3.0,61.96,3
7039,Whitefield,3445.0,5.0,270.0,4
7040,Whitefield,1700.0,3.0,140.0,3
7041,Whitefield,4827.0,4.0,400.0,4
7042,Whitefield,1405.0,2.0,84.5,2
7044,Whitefield,3252.0,4.0,280.0,4
7046,Whitefield,1150.0,2.0,90.0,2
7047,Whitefield,2400.0,4.0,147.0,4
7049,Whitefield,624.0,1.0,35.0,1
7052,Whitefield,1700.0,3.0,95.0,3
7053,Whitefield,4960.0,4.0,400.0,4
7054,Whitefield,2928.0,4.0,198.0,4
7056,Whitefield,2700.0,5.0,175.0,3
7057,Whitefield,1216.0,2.0,84.0,2
7058,Whitefield,2882.0,5.0,204.0,4
7059,Whitefield,1840.0,3.0,140.0,3
7060,Whitefield,1778.0,3.0,122.0,3
7062,Whitefield,650.0,1.0,25.0,1
7063,Whitefield,2155.0,3.0,125.0,4
7064,Whitefield,905.0,1.0,52.0,1
7069,Whitefield,1216.0,2.0,75.0,2
7071,Whitefield,1255.0,2.0,77.0,2
7072,Whitefield,1216.0,2.0,73.0,2
7073,Whitefield,709.0,1.0,34.735,1
7077,Whitefield,1745.0,3.0,100.0,3
7078,Whitefield,3200.0,4.0,224.0,4
7080,Whitefield,825.0,1.0,44.9,1
7084,Whitefield,1870.0,3.0,138.0,3
7087,Whitefield,1862.0,3.0,125.0,3
7088,Whitefield,1655.0,3.0,113.0,3
7089,Whitefield,530.0,1.0,29.44,1
7091,Whitefield,905.0,1.0,50.0,1
7092,Whitefield,1600.0,3.0,82.0,3
7093,Whitefield,1230.0,4.0,80.0,4
7095,Whitefield,630.5,1.0,32.15,1
7096,Whitefield,905.0,1.0,52.0,1
7100,Whitefield,1216.0,2.0,83.0,2
7105,Whitefield,4075.0,5.0,226.0,4
7106,Whitefield,1216.0,2.0,75.0,2
7113,Whitefield,2856.0,5.0,158.5,4
7116,Whitefield,750.0,1.0,51.0,1
7119,Whitefield,1173.0,2.0,77.0,2
7120,Whitefield,1200.0,3.0,68.4,3
7124,Whitefield,3425.0,5.0,250.0,4
7127,Whitefield,2856.0,5.0,157.5,4
7129,Whitefield,2173.0,3.0,128.0,3
7131,Whitefield,905.0,1.0,62.0,1
7132,Whitefield,1870.0,3.0,138.0,3
7133,Whitefield,1320.0,2.0,99.26,2
7134,Whitefield,2901.0,4.0,190.0,3
7135,Whitefield,1485.0,2.0,96.51,2
7136,Whitefield,1755.0,3.0,101.0,3
7138,Whitefield,2225.0,3.0,149.0,3
7139,Whitefield,1250.0,2.0,82.0,2
7140,Whitefield,605.0,1.0,40.0,1
7143,Whitefield,2210.0,3.0,156.0,3
7144,Whitefield,1173.0,2.0,78.2,2
7145,Whitefield,1740.0,4.0,130.0,3
7146,Whitefield,1216.0,2.0,75.0,2
7148,Whitefield,1655.0,3.0,120.0,3
7149,Whitefield,4003.0,6.0,300.0,4
7151,Whitefield,1180.0,2.0,70.0,2
7153,Whitefield,2023.0,4.0,130.0,3
7154,Whitefield,2134.0,4.0,118.0,3
7157,Whitefield,905.0,1.0,60.0,1
7163,Whitefield,2850.0,5.0,240.0,4
7166,Whitefield,2830.0,5.0,190.0,4
7167,Whitefield,1295.0,2.0,78.5,2
7168,Whitefield,840.0,1.0,57.6,1
7169,Whitefield,640.0,1.0,19.83,1
7170,Whitefield,1991.0,3.0,104.0,3
7174,Whitefield,1655.0,3.0,97.0,3
7175,Whitefield,1850.0,3.0,150.0,3
7176,Whitefield,1200.0,3.0,67.77,3
7177,Whitefield,1290.0,2.0,90.0,2
7180,Whitefield,1216.0,2.0,75.0,2
7181,Whitefield,1356.0,2.0,94.84,2
7182,Whitefield,1338.0,2.0,103.0,2
7185,Whitefield,3450.0,4.0,208.0,3
7189,Whitefield,1267.0,2.0,90.33,2
7190,Whitefield,2400.0,4.0,143.0,4
7191,Whitefield,1836.0,3.0,125.0,3
7193,Whitefield,3596.0,3.0,200.0,3
7194,Whitefield,1275.0,2.0,65.0,3
7197,Whitefield,1216.0,2.0,82.0,2
7198,Whitefield,1495.0,3.0,88.0,2
7199,Whitefield,1564.0,3.0,103.0,3
7200,Whitefield,1585.0,3.0,84.0,3
7203,Whitefield,1558.0,3.0,90.0,3
7204,Whitefield,1216.0,2.0,75.0,2
7206,Whitefield,1704.0,3.0,120.0,3
7209,Whitefield,1300.0,2.0,78.0,2
7210,Whitefield,1570.0,3.0,88.0,3
7211,Whitefield,1216.0,2.0,84.03,2
7213,Whitefield,1216.0,2.0,72.5,2
7215,Whitefield,2025.0,4.0,115.0,3
7216,Whitefield,1346.0,2.0,100.0,3
7220,Whitefield,2990.0,3.0,198.0,4
7223,Whitefield,1720.0,3.0,98.97,3
7224,Whitefield,1600.0,3.0,95.0,3
7225,Whitefield,1655.0,3.0,108.0,3
7226,Whitefield,1740.0,3.0,95.0,3
7228,Whitefield,1350.0,2.0,88.0,2
7230,Whitefield,1216.0,2.0,80.0,2
7231,Whitefield,2900.0,4.0,225.0,4
7232,Whitefield,1340.0,2.0,101.0,2
7234,Whitefield,1500.0,3.0,78.57,3
7235,Whitefield,1626.0,3.0,85.0,3
7237,Whitefield,1100.0,2.0,65.0,2
7239,Whitefield,1270.0,2.0,65.0,3
7240,Whitefield,3117.0,3.0,261.0,3
7241,Whitefield,1216.0,2.0,73.0,2
7243,Whitefield,3150.0,3.0,290.0,3
7248,Whitefield,3940.0,5.0,265.0,4
7252,Whitefield,1180.0,2.0,77.0,2
7253,Whitefield,2140.0,3.0,139.0,3
7254,Whitefield,1314.0,2.0,84.0,2
7260,Whitefield,1431.0,3.0,85.0,3
7261,Whitefield,524.0,1.0,29.0,1
7262,Whitefield,2830.0,4.0,161.0,4
7263,Whitefield,2135.0,3.0,149.0,4
7265,Whitefield,3075.0,2.0,188.0,4
7266,Whitefield,1760.0,3.0,160.0,3
7267,Whitefield,1655.0,3.0,110.0,3
7268,Whitefield,840.0,1.0,57.0,1
7269,Whitefield,1725.0,3.0,106.0,3
7272,Whitefield,516.0,1.0,39.0,1
7274,Whitefield,1639.0,3.0,107.0,3
7275,Whitefield,1820.0,3.0,113.0,3
7277,Whitefield,3565.0,4.0,218.0,4
7278,Whitefield,3410.0,5.0,253.0,4
7281,Whitefield,1250.0,2.0,85.0,2
7283,Whitefield,1277.0,2.0,77.0,2
7284,Whitefield,1820.0,3.0,140.0,3
7285,Whitefield,3453.0,4.0,247.0,4
7291,Whitefield,2280.0,4.0,125.0,3
7292,Whitefield,2882.0,5.0,200.0,4
7294,Whitefield,1639.5,3.0,92.63,3
7297,Whitefield,1190.0,2.0,70.0,2
7299,Whitefield,1270.0,2.0,94.0,2
7300,Whitefield,1220.0,2.0,89.0,2
7303,Whitefield,3758.0,3.0,300.0,3
7308,Whitefield,1216.0,2.0,72.0,2
7310,Whitefield,5400.0,5.0,475.0,4
7311,Whitefield,1396.0,3.0,74.0,3
7320,Whitefield,1615.0,3.0,96.9,3
7326,Whitefield,1200.0,2.0,70.0,2
7329,Whitefield,1216.0,2.0,75.0,2
7331,Whitefield,2321.0,4.0,157.0,3
7332,Whitefield,1224.0,2.0,75.0,2
7333,Whitefield,1655.0,3.0,113.0,3
7335,Whitefield,4144.0,5.0,331.0,5
7338,Whitefield,1200.0,3.0,67.75,3
7339,Whitefield,1270.0,2.0,110.0,2
7340,Whitefield,1660.0,3.0,110.0,3
7341,Whitefield,1270.0,2.0,105.0,2
7343,Whitefield,1173.0,2.0,78.2,2
7344,Whitefield,1362.0,2.0,85.0,2
7346,Whitefield,1457.0,2.0,105.0,3
7347,Whitefield,1720.0,3.0,128.0,3
7351,Whitefield,1564.0,3.0,103.0,3
7355,Whitefield,1639.0,3.0,107.0,3
7356,Whitefield,1760.0,3.0,139.0,3
7357,Whitefield,613.0,1.0,48.0,1
7358,Whitefield,1730.0,3.0,125.0,3
7360,Whitefield,877.0,1.0,59.0,1
7364,Yelachenahalli,1464.0,2.0,105.0,3
7365,Yelachenahalli,2400.0,1.0,150.0,2
7366,Yelachenahalli,1700.0,3.0,130.0,3
7367,Yelachenahalli,1080.0,2.0,55.0,2
7368,Yelachenahalli,1400.0,2.0,78.0,2
7369,Yelachenahalli,1330.0,3.0,73.5,3
7370,Yelachenahalli,800.0,1.0,30.0,2
7371,Yelachenahalli,1100.0,2.0,60.0,2
7372,Yelachenahalli,1365.0,2.0,72.0,3
7373,Yelachenahalli,1103.0,2.0,55.0,2
7374,Yelachenahalli,1000.0,2.0,50.0,2
7376,Yelahanka,1326.0,2.0,78.0,2
7383,Yelahanka,1705.0,3.0,95.0,3
7384,Yelahanka,1234.0,2.0,80.0,2
7385,Yelahanka,1315.0,2.0,85.0,2
7386,Yelahanka,1170.0,2.0,62.5,2
7388,Yelahanka,697.0,1.0,45.0,1
7390,Yelahanka,2195.0,4.0,127.0,3
7392,Yelahanka,1614.0,3.0,95.0,3
7394,Yelahanka,628.0,1.0,24.0,1
7396,Yelahanka,654.0,1.0,38.4,1
7403,Yelahanka,1825.0,3.0,105.0,3
7404,Yelahanka,1603.0,3.0,96.0,3
7405,Yelahanka,1304.0,2.0,79.0,2
7411,Yelahanka,1517.0,3.0,76.3,3
7415,Yelahanka,1327.0,2.0,85.0,2
7418,Yelahanka,1566.0,3.0,97.0,3
7420,Yelahanka,1270.0,2.0,78.0,2
7421,Yelahanka,1400.0,2.0,80.54,3
7423,Yelahanka,1322.0,2.0,86.0,2
7424,Yelahanka,1100.0,2.0,70.0,2
7425,Yelahanka,1200.0,2.0,70.0,2
7427,Yelahanka,4000.0,5.0,220.0,5
7428,Yelahanka,2675.0,4.0,140.0,4
7430,Yelahanka,654.0,1.0,37.0,1
7431,Yelahanka,1465.0,3.0,80.01,3
7435,Yelahanka,1692.0,3.0,83.0,3
7440,Yelahanka,2145.0,3.0,125.0,3
7442,Yelahanka,1322.0,2.0,75.0,2
7445,Yelahanka,602.0,1.0,26.0,1
7446,Yelahanka,1100.0,2.0,60.0,2
7447,Yelahanka,1614.0,2.0,100.0,3
7448,Yelahanka,1890.0,3.0,108.0,3
7449,Yelahanka,1556.0,3.0,86.0,3
7450,Yelahanka,1610.0,4.0,85.0,3
7456,Yelahanka,1859.0,3.0,108.0,3
7458,Yelahanka,1322.0,2.0,80.0,2
7461,Yelahanka,2600.0,4.0,175.0,4
7462,Yelahanka,1305.0,2.0,78.0,2
7464,Yelahanka,1711.0,3.0,85.61,3
7465,Yelahanka,1315.0,2.0,75.0,2
7466,Yelahanka,3600.0,6.0,200.0,6
7468,Yelahanka,1614.0,3.0,95.0,3
7469,Yelahanka,1650.0,3.0,105.0,3
7474,Yelahanka,3990.0,4.0,260.0,4
7475,Yelahanka,1620.0,3.0,90.0,3
7476,Yelahanka,654.0,1.0,36.25,1
7477,Yelahanka,1614.0,3.0,93.0,3
7478,Yelahanka,694.0,1.0,30.84,1
7479,Yelahanka,1115.0,2.0,60.0,2
7480,Yelahanka,2317.0,4.0,140.0,3
7481,Yelahanka,1653.0,3.0,93.0,3
7482,Yelahanka,654.0,1.0,38.0,1
7484,Yelahanka,1445.0,2.0,82.0,2
7486,Yelahanka,602.0,1.0,38.0,1
7487,Yelahanka,697.0,1.0,35.0,1
7489,Yelahanka,682.0,1.0,36.23,1
7491,Yelahanka,1560.0,2.0,98.0,3
7492,Yelahanka,1780.0,3.0,107.0,3
7493,Yelahanka,1342.0,2.0,75.0,3
7494,Yelahanka,1823.0,3.0,103.0,3
7495,Yelahanka,1792.0,3.0,104.0,3
7496,Yelahanka,1304.0,2.0,69.97,2
7499,Yelahanka,1300.0,2.0,69.23,2
7500,Yelahanka,1705.0,3.0,91.0,3
7502,Yelahanka,1835.0,3.0,108.0,3
7503,Yelahanka,1847.0,3.0,92.0,3
7505,Yelahanka,1890.0,3.0,109.0,3
7506,Yelahanka,700.0,1.0,38.0,1
7507,Yelahanka,1491.0,3.0,85.0,3
7508,Yelahanka,2088.0,5.0,110.0,4
7512,Yelahanka,1600.0,3.0,100.0,3
7516,Yelahanka,1705.0,3.0,85.0,3
7517,Yelahanka,1350.0,2.0,85.0,3
7518,Yelahanka,1633.0,3.0,110.0,3
7519,Yelahanka,827.5,1.0,42.535,1
7521,Yelahanka,1355.0,2.0,75.0,3
7524,Yelahanka,1104.0,2.0,58.0,2
7526,Yelahanka,1175.0,2.0,67.77,2
7527,Yelahanka,1322.0,2.0,77.9,2
7528,Yelahanka,602.0,1.0,33.0,1
7529,Yelahanka,1315.0,2.0,77.0,2
7532,Yelahanka,567.0,1.0,25.0,1
7534,Yelahanka,602.0,2.0,30.0,1
7536,Yelahanka,1234.0,2.0,80.0,2
7539,Yelahanka,1267.0,3.0,78.0,2
7540,Yelahanka,1360.0,2.0,78.19,2
7542,Yelahanka New Town,650.0,1.0,33.0,1
7543,Yelahanka New Town,500.0,1.0,20.0,1
7544,Yelahanka New Town,440.0,1.0,16.5,1
7545,Yelahanka New Town,1610.0,3.0,92.0,3
7546,Yelahanka New Town,1700.0,3.0,90.0,3
7547,Yelahanka New Town,650.0,1.0,20.0,1
7548,Yelahanka New Town,350.0,1.0,13.5,1
7550,Yelahanka New Town,1385.0,2.0,65.0,2
7551,Yelahanka New Town,500.0,2.0,24.0,1
7552,Yelahanka New Town,650.0,1.0,17.0,1
7553,Yelahanka New Town,450.0,1.0,16.0,1
7555,Yelahanka New Town,960.0,2.0,50.0,2
7557,Yelahanka New Town,1209.0,2.0,65.0,3
7558,Yelahanka New Town,1400.0,2.0,80.0,3
7559,Yelahanka New Town,450.0,1.0,15.0,1
7560,Yelahanka New Town,500.0,1.0,18.0,1
7561,Yelahanka New Town,1420.0,2.0,75.0,3
7563,Yelahanka New Town,2200.0,2.0,180.0,2
7564,Yelahanka New Town,488.0,1.0,20.0,1
7565,Yelahanka New Town,1100.0,2.0,58.0,2
7568,Yelahanka New Town,1000.0,2.0,44.0,2
7569,Yelahanka New Town,650.0,1.0,18.0,1
7571,Yelahanka New Town,1740.0,3.0,150.0,3
7572,Yelahanka New Town,1290.0,2.0,70.0,2
7574,Yelenahalli,1240.0,2.0,47.12,2
7575,Yelenahalli,1200.0,2.0,46.17,2
7577,Yelenahalli,1260.0,2.0,47.88,2
7579,Yelenahalli,1175.0,2.0,50.0,2
7580,Yelenahalli,1650.0,3.0,68.0,3
7581,Yelenahalli,1200.0,2.0,45.6,2
7582,Yelenahalli,1160.0,2.0,44.08,2
7584,Yeshwanthpur,1693.0,3.0,108.0,3
7585,Yeshwanthpur,667.0,1.0,36.85,1
7586,Yeshwanthpur,1950.0,4.0,130.0,4
7588,Yeshwanthpur,665.0,1.0,36.85,1
7592,Yeshwanthpur,671.0,1.0,36.85,1
7593,Yeshwanthpur,1852.0,3.0,160.0,3
7594,Yeshwanthpur,1277.5,2.0,95.815,2
7595,Yeshwanthpur,668.0,1.0,36.85,1
7596,Yeshwanthpur,1185.0,2.0,75.84,2
7597,Yeshwanthpur,1195.0,2.0,100.0,2
7598,Yeshwanthpur,1313.0,3.0,96.0,3
7599,Yeshwanthpur,1400.0,2.0,100.0,2
7602,Yeshwanthpur,673.0,1.0,36.85,1
7603,Yeshwanthpur,717.0,2.0,49.475,2
7605,Yeshwanthpur,605.0,1.0,41.745,1
7607,Yeshwanthpur,669.0,1.0,36.85,1
7609,Yeshwanthpur,3027.0,4.0,260.0,3
7611,Yeshwanthpur,670.0,1.0,36.85,1
7613,Yeshwanthpur,1240.0,2.0,80.0,2
7614,Yeshwanthpur,1713.0,3.0,110.0,3
7615,Yeshwanthpur,1144.0,2.0,67.0,2
7616,Yeshwanthpur,1541.0,2.0,130.0,2
7618,Yeshwanthpur,1362.0,2.0,100.0,2
7619,Yeshwanthpur,666.0,1.0,36.8,1
7620,Yeshwanthpur,1855.0,3.0,140.0,3
7622,Yeshwanthpur,1165.0,2.0,85.0,2
7625,Yeshwanthpur,1825.0,3.0,145.0,3
7627,Yeshwanthpur,994.0,2.0,54.67,1
7628,Yeshwanthpur,650.0,1.0,40.0,1
7629,Yeshwanthpur,1855.0,3.0,140.0,3
7630,Yeshwanthpur,1500.0,3.0,100.0,3
7634,Yeshwanthpur,674.0,1.0,36.85,1
